id_candidato,nome,siglaPartido,siglaUf,idLegislatura_x,email,titulo,codTitulo,id,uri,titulo_frente,idLegislatura_y
74141,Josias Gomes,PT,BA,57,dep.josiasgomes@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74160,Patrus Ananias,PT,MG,57,dep.patrusananias@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74171,Chico Alencar,PSOL,RJ,57,dep.chicoalencar@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74253,Julio Lopes,PP,RJ,57,dep.juliolopes@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74376,Vander Loubet,PT,MS,57,dep.vanderloubet@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74398,Maria do Rosário,PT,RS,57,dep.mariadorosario@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74454,Eunício Oliveira,MDB,CE,57,dep.euniciooliveira@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74554,José Rocha,UNIÃO,BA,57,dep.joserocha@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74585,Lincoln Portela,PL,MG,57,dep.lincolnportela@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74784,Luiza Erundina,PSOL,SP,57,dep.luizaerundina@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74848,Jandira Feghali,PCdoB,RJ,57,dep.jandirafeghali@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
74856,Laura Carneiro,PSD,RJ,57,dep.lauracarneiro@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
80815,Leo Prates,PDT,BA,57,dep.leoprates@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
81055,Márcio Jerry,PCdoB,MA,57,dep.marciojerry@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
88256,Clodoaldo Magalhães,PV,PE,57,dep.clodoaldomagalhaes@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
91228,Waldemar Oliveira,AVANTE,PE,57,dep.waldemaroliveira@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
98148,Cobalchini,MDB,SC,57,dep.cobalchini@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
104552,Socorro Neri,PP,AC,57,dep.socorroneri@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
107283,Gleisi Hoffmann,PT,PR,57,,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
107970,Ana Paula Leão,PP,MG,57,dep.anapaulaleao@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
121948,Adriano do Baldy,PP,GO,57,dep.adrianodobaldy@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
123756,Antônia Lúcia,REPUBLICANOS,AC,57,dep.antonialucia@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
133439,André Figueiredo,PDT,CE,57,dep.andrefigueiredo@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
136811,Afonso Hamm,PP,RS,57,dep.afonsohamm@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
139285,Lídice da Mata,PSB,BA,57,dep.lidicedamata@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
141398,Carlos Zarattini,PT,SP,57,dep.carloszarattini@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
141464,José Airton Félix Cirilo,PT,CE,57,dep.joseairtonfelixcirilo@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
141470,José Guimarães,PT,CE,57,dep.joseguimaraes@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
141555,Vinicius Carvalho,REPUBLICANOS,SP,57,dep.viniciuscarvalho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
143632,Domingos Neto,PSD,CE,57,dep.domingosneto@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
150418,Márcio Marinho,REPUBLICANOS,BA,57,dep.marciomarinho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
152605,Glauber Braga,PSOL,RJ,57,dep.glauberbraga@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
153423,Renilce Nicodemos,MDB,PA,57,dep.renilcenicodemos@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
157130,Túlio Gadêlha,REDE,PE,57,dep.tuliogadelha@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160512,Aureo Ribeiro,SOLIDARIEDADE,RJ,57,dep.aureoribeiro@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160517,Paulo Folletto,PSB,ES,57,dep.paulofolletto@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160518,Weliton Prado,SOLIDARIEDADE,MG,57,dep.welitonprado@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160535,Marcon,PT,RS,57,dep.marcon@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160538,Bohn Gass,PT,RS,57,dep.bohngass@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160548,Jonas Donizette,PSB,SP,57,dep.jonasdonizette@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160556,Padre João,PT,MG,57,dep.padrejoao@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160559,Alceu Moreira,MDB,RS,57,dep.alceumoreira@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160569,Waldenor Pereira,PT,BA,57,dep.waldenorpereira@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160575,Erika Kokay,PT,DF,57,dep.erikakokay@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160598,Flávia Morais,PDT,GO,57,dep.flaviamorais@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160666,Félix Mendonça Júnior,PDT,BA,57,dep.felixmendoncajunior@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
160758,Domingos Sávio,PL,MG,57,dep.domingossavio@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
161440,Pezenti,MDB,SC,57,dep.pezenti@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
161550,Emidinho Madeira,PL,MG,57,dep.emidinhomadeira@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
162067,Kiko Celeguim,PT,SP,57,dep.kikoceleguim@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
171617,Paulão,PT,AL,57,dep.paulao@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
171786,Miguel Ângelo,PT,MG,57,dep.miguelangelo@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178835,Afonso Motta,PDT,RS,57,dep.afonsomotta@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178857,Jorge Solla,PT,BA,57,dep.jorgesolla@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178866,Luizianne Lins,PT,CE,57,dep.luiziannelins@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178873,Helder Salomão,PT,ES,57,dep.heldersalomao@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178884,Hildo Rocha,MDB,MA,57,dep.hildorocha@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178887,Rubens Pereira Júnior,PT,MA,57,dep.rubenspereirajunior@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178909,Hélio Leite,UNIÃO,PA,57,,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178931,Luciano Ducci,PSB,PR,57,dep.lucianoducci@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178933,Sergio Souza,MDB,PR,57,dep.sergiosouza@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178934,Toninho Wandscheer,PP,PR,57,dep.toninhowandscheer@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178947,Sóstenes Cavalcante,PL,RJ,57,dep.sostenescavalcante@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178954,Lucio Mosquini,MDB,RO,57,dep.luciomosquini@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178964,Heitor Schuch,PSB,RS,57,dep.heitorschuch@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178970,João Daniel,PT,SE,57,dep.joaodaniel@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178975,Baleia Rossi,MDB,SP,57,dep.baleiarossi@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178986,Nilto Tatto,PT,SP,57,dep.niltotatto@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178987,Orlando Silva,PCdoB,SP,57,dep.orlandosilva@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
178997,Moses Rodrigues,UNIÃO,CE,57,dep.mosesrodrigues@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
179001,Márcio Biolchi,MDB,RS,57,dep.marciobiolchi@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
188097,Merlong Solano,PT,PI,57,dep.merlongsolano@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
191923,Flávio Nogueira,PT,PI,57,dep.flavionogueira@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
198783,Emanuel Pinheiro Neto,MDB,MT,57,dep.emanuelpinheironeto@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204358,Beto Pereira,PSDB,MS,57,dep.betopereira@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204361,Carlos Chiodini,MDB,SC,57,,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204379,Acácio Favacho,MDB,AP,57,dep.acaciofavacho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204394,Gervásio Maia,PSB,PB,57,dep.gervasiomaia@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204404,Lucas Redecker,PSDB,RS,57,dep.lucasredecker@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204407,Fernanda Melchionna,PSOL,RS,57,dep.fernandamelchionna@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204410,Luisa Canziani,PSD,PR,57,dep.luisacanziani@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204412,Dr. Zacharias Calil,UNIÃO,GO,57,dep.dr.zachariascalil@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204426,Carlos Veras,PT,PE,57,dep.carlosveras@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204450,Doutor Luizinho,PP,RJ,57,dep.doutorluizinho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204453,Natália Bonavides,PT,RN,57,dep.nataliabonavides@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204456,Gutemberg Reis,MDB,RJ,57,dep.gutembergreis@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204457,Juninho do Pneu,UNIÃO,RJ,57,dep.juninhodopneu@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204459,Daniela do Waguinho,UNIÃO,RJ,57,dep.danieladowaguinho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204464,Talíria Petrone,PSOL,RJ,57,dep.taliriapetrone@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204476,Chiquinho Brazão,S.PART.,RJ,57,,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204486,Mauro Benevides Filho,PDT,CE,57,dep.maurobenevidesfilho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204488,Célio Studart,PSD,CE,57,dep.celiostudart@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204491,Gilberto Abramo,REPUBLICANOS,MG,57,dep.gilbertoabramo@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204495,Airton Faleiro,PT,PA,57,dep.airtonfaleiro@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204501,Alencar Santana,PT,SP,57,dep.alencarsantana@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204511,David Soares,UNIÃO,SP,57,dep.davidsoares@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204515,André Janones,AVANTE,MG,57,dep.andrejanones@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204517,Zé Vitor,PL,MG,57,dep.zevitor@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204534,Tabata Amaral,PSB,SP,57,dep.tabataamaral@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204535,Sâmia Bomfim,PSOL,SP,57,dep.samiabomfim@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204541,Eduardo Bismarck,PDT,CE,57,,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204550,Júnior Mano,PSB,CE,57,dep.juniormano@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204560,Adolfo Viana,PSDB,BA,57,dep.adolfoviana@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204566,Marreca Filho,PRD,MA,57,dep.marrecafilho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204567,Raimundo Costa,PODE,BA,57,dep.raimundocosta@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
204573,Otto Alencar Filho,PSD,BA,57,dep.ottoalencarfilho@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
206018,Célia Xakriabá,PSOL,MG,57,dep.celiaxakriaba@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
209189,Joseildo Ramos,PT,BA,57,dep.joseildoramos@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
210989,Bruno Farias,AVANTE,MG,57,dep.brunofarias@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220527,Jack Rocha,PT,ES,57,dep.jackrocha@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220531,Gilvan Maximo,REPUBLICANOS,DF,57,dep.gilvanmaximo@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220532,Rafael Prudente,MDB,DF,57,dep.rafaelprudente@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220534,Fred Linhares,REPUBLICANOS,DF,57,dep.fredlinhares@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220537,Helena Lima,MDB,RR,57,dep.helenalima@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220538,Albuquerque,REPUBLICANOS,RR,57,dep.albuquerque@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220542,Alexandre Guimarães,MDB,TO,57,dep.alexandreguimaraes@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
220543,Ricardo Ayres,REPUBLICANOS,TO,57,dep.ricardoayres@camara.leg.br,Membro,1004,55649,https://dadosabertos.camara.leg.br/api/v2/frentes/55649,Frente Parlamentar Mista pela Valorização do Serviço Social,57
