,ano,mes,tipoDespesa,codDocumento,tipoDocumento,codTipoDocumento,dataDocumento,numDocumento,valorDocumento,urlDocumento,nomeFornecedor,cnpjCpfFornecedor,valorLiquido,valorGlosa,numRessarcimento,codLote,parcela,indice
10,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7846568,Nota Fiscal,0,2024-12-13T00:00:00,51,2500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3308/2024/7846568.pdf,E C MENEZES,50049232000102,2500.0,0.0,,2097803,0,204379
11,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7852054,Nota Fiscal,0,2024-12-27T00:00:00,371,98350.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3308/2024/7852054.pdf,I. RODRUGUES DE ALMEIDA,26711836000198,98350.0,0.0,,2100753,0,204379
12,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7846566,Nota Fiscal,0,2024-12-13T00:00:00,44,2500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3308/2024/7846566.pdf,M SILVA CHAGAS,50970941000126,2500.0,0.0,,2097803,0,204379
13,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7846494,Nota Fiscal,0,2024-12-12T00:00:00,220,1500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3308/2024/7846494.pdf,TEREZINHA DE JESUS PEDROSO,41097878000174,1500.0,0.0,,2097781,0,204379
14,2024,12,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7846634,Nota Fiscal,0,2024-12-16T00:00:00,3110,9000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3308/2024/7846634.pdf,R. M. R. DE ALMEIDA - ME,02747184000183,9000.0,0.0,,2097839,0,204379
15,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7842582,Nota Fiscal Eletrônica,4,2024-12-09T12:08:19,565785,100.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7842582,063 - 311 SUL - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006308,100.0,0.0,,2095664,0,220714
16,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7844098,Nota Fiscal Eletrônica,4,2024-12-11T10:03:44,1559374,200.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7844098,D F COMERCIO DE DERIVADOS DE PETROLEO LTDA,12472332000158,200.0,0.0,,2096533,0,220714
17,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7844800,Nota Fiscal Eletrônica,4,2024-12-11T15:14:24,20124,182.3,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7844800,POSTO TOCANTINS LTDA,06224769000170,182.3,0.0,,2096906,0,220714
18,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7848990,Nota Fiscal Eletrônica,4,2024-12-18T00:00:00,64241,6000.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7848990,S M COMERCIO DE DERIVADOS DE PETROLEO LTDA,07725915000103,6000.0,0.0,,2099027,0,220714
19,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7849042,Nota Fiscal Eletrônica,4,2024-12-18T15:17:55,64244,5763.66,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7849042,S M COMERCIO DE DERIVADOS DE PETROLEO LTDA,07725915000103,2445.6,3318.06,,2099064,0,220714
20,2024,10,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849063,Nota Fiscal,0,2024-12-19T00:00:00,398,25000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3536/2024/7849063.pdf,ANIMAÇAO PROMOÇOES E PUBLICIDADE LTDA,84659721000106,25000.0,0.0,,2099074,0,220714
21,2024,11,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849067,Nota Fiscal,0,2024-12-19T00:00:00,399,14250.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3536/2024/7849067.pdf,ANIMAÇAO PROMOÇOES E PUBLICIDADE LTDA,84659721000106,14250.0,0.0,,2099079,0,220714
22,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849235,Nota Fiscal,0,2024-12-19T00:00:00,400,14250.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3536/2024/7849235.pdf,ANIMAÇAO PROMOÇOES E PUBLICIDADE LTDA,84659721000106,14250.0,0.0,,2099186,0,220714
23,2024,11,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849255,Nota Fiscal,0,2024-12-19T00:00:00,63,12900.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3536/2024/7849255.pdf,ELZANIRA SOARES DA SILVA LTDA,31263284000132,12900.0,0.0,,2099187,0,220714
24,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849923,Nota Fiscal,0,2024-12-19T00:00:00,64,12900.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3536/2024/7849923.pdf,ELZANIRA SOARES DA SILVA LTDA,31263284000132,12900.0,0.0,,2099550,0,220714
25,2024,12,LOCAÇÃO OU FRETAMENTO DE AERONAVES,7850227,Nota Fiscal,0,2024-12-20T00:00:00,4767,43000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3536/2024/7850227.pdf,CTA - CLEITON TAXI AEREO LTDA,04984400000130,43000.0,0.0,,2099720,0,220714
26,2024,12,PASSAGEM AÉREA - SIGEPA,298764,Nota Fiscal,0,2024-12-18T12:00:00,9572212190176,1469.95,,TAM,,1469.95,0.0,0,0,0,220714
27,2024,12,PASSAGEM AÉREA - SIGEPA,299031,Nota Fiscal,0,2024-12-19T12:00:00,9572212283011,475.0,,TAM,,475.0,0.0,0,0,0,220714
28,2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,7883228,Nota Fiscal Eletrônica,4,2025-03-14T12:24:02,1363899,100.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7883228,026 - P WAY - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597002655,100.0,0.0,,2118808,0,220714
29,2025,3,COMBUSTÍVEIS E LUBRIFICANTES.,7883761,Nota Fiscal Eletrônica,4,2025-03-17T15:57:36,1366652,100.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7883761,026 - P WAY - CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597002655,100.0,0.0,,2119085,0,220714
30,2024,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7852871,Recibos/Outros,1,2024-12-31T00:00:00,19,1900.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2025/7852871.pdf,AGROLANA AGRONEGÓCIOS,13354619000146,1900.0,0.0,,2101250,0,221328
31,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7849218,Nota Fiscal,0,2024-12-12T00:00:00,1448995,140.22,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2024/7849218.pdf,AUTO POSTO AVENIDA ESMERALDA LTDA,06143204000168,140.22,0.0,,2099163,0,221328
32,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7849217,Nota Fiscal,0,2024-12-13T00:00:00,1406188,154.98,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2024/7849217.pdf,auto posto bombonato ltda,96640362000116,154.98,0.0,,2099163,0,221328
33,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7849219,Nota Fiscal,0,2024-12-14T00:00:00,1406188,88.03,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2024/7849219.pdf,auto posto bombonato ltda,96640362000116,88.03,0.0,,2099163,0,221328
34,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7847534,Nota Fiscal Eletrônica,4,2024-12-11T21:25:25,59793,319.7,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7847534,DRA4 DERIVADOS DE PETROLEO LTDA,19257042000130,319.7,0.0,,2099165,0,221328
35,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7843595,Nota Fiscal,0,2024-12-10T00:00:00,000000099,12000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2024/7843595.pdf,Arte Print Comunicação Visual e Gráfica LTDA,55902356000102,12000.0,0.0,,2096227,0,221328
36,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7850747,Nota Fiscal,0,2024-12-23T00:00:00,32,10000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2024/7850747.pdf,RSE - RICO SOLUCOES ESTRATEGICAS LTDA,47544159000130,10000.0,0.0,,2100019,0,221328
37,2024,12,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,7849224,Nota Fiscal,0,2024-12-13T00:00:00,003603,25.7,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2024/7849224.pdf,CHURRASCARIA DA SERRA DE SANTA RITA LTDA,05466571000130,25.7,0.0,,2099164,0,221328
38,2024,12,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,7849101,Nota Fiscal Eletrônica,4,2024-12-18T00:00:00,53184,88.22,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7849101,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,88.22,0.0,,2099166,0,221328
39,2024,12,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7850735,Recibos/Outros,1,2024-12-23T00:00:00,108/01,4600.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2024/7850735.pdf,Eficar - Centro Automotivo LTDA,03761981000188,4600.0,0.0,,2100019,0,221328
40,2024,12,PASSAGEM AÉREA - SIGEPA,281308,Nota Fiscal,0,2024-12-12T12:00:00,DD7F7L,-30.95,,AZUL,,-30.95,0.0,0,0,0,221328
41,2024,12,PASSAGEM AÉREA - RPA,1777778,Nota Fiscal,0,2024-12-09T00:00:00,Bilhete: 1272128654395,928.5,,Cia Aérea - GOL,07575651000159,928.5,0.0,0,0,0,221328
42,2024,12,PASSAGEM AÉREA - RPA,1777707,Nota Fiscal,0,2024-12-11T00:00:00,Bilhete: 9572211411775,3519.95,,Cia Aérea - TAM,02012862000160,3519.95,0.0,0,0,0,221328
43,2025,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7859820,Recibos/Outros,1,2025-01-28T00:00:00,20,5500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2025/7859820.pdf,AGROLANA AGRONEGÓCIOS,13354619000146,5500.0,0.0,,2105263,0,221328
44,2025,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7877405,Recibos/Outros,1,2025-03-05T00:00:00,21,5500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3712/2025/7877405.pdf,AGROLANA AGRONEGÓCIOS,13354619000146,5500.0,0.0,,2115481,0,221328
45,2024,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7847444,Nota Fiscal,0,2024-12-10T00:00:00,884,850.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2024/7847444.pdf,BROAD BRASIL LTDA,48949641000113,850.0,0.0,,2098473,0,204560
46,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849989,Nota Fiscal,0,2024-12-19T00:00:00,00001011,2000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2024/7849989.pdf,JAGUARARI FM LTDA,16151359000108,2000.0,0.0,,2099581,0,204560
47,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7859381,Nota Fiscal,0,2025-01-27T00:00:00,452,5000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2025/7859381.pdf,JC DE BRITO ASSESSORIA E COMINICA;'AO ME,28310382000179,5000.0,0.0,,2105027,0,204560
48,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7854371,Nota Fiscal,0,2024-12-27T00:00:00,00000113,3500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2025/7854371.pdf,JOAO GLAUCE ALMEIDA ANDREA BRANDAO,35835406000179,3500.0,0.0,,2102161,0,204560
49,2024,12,TELEFONIA,7871478,Nota Fiscal,0,2024-12-23T00:00:00,00000635480029,681.89,,VIVO TELEFONIA BRASIL S/A,02558157000162,681.89,0.0,,2111870,0,204560
50,2024,12,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7847440,Nota Fiscal,0,2024-12-16T00:00:00,00000733,11500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2024/7847440.pdf,CONSUPORTE TRANSPORTES E SERVIÇOS LTDA - EPP,00254564000150,11500.0,0.0,,2098474,0,204560
51,2024,12,PASSAGEM AÉREA - SIGEPA,296646,Nota Fiscal,0,2024-12-10T12:00:00,9572211219472,1469.95,,TAM,,1469.95,0.0,0,0,0,204560
52,2024,12,PASSAGEM AÉREA - SIGEPA,297511,Nota Fiscal,0,2024-12-12T12:00:00,9572211517384,1958.27,,TAM,,1958.27,0.0,0,0,0,204560
53,2024,12,PASSAGEM AÉREA - SIGEPA,298213,Nota Fiscal,0,2024-12-16T12:00:00,9572211923375,-1277.12,,TAM,,-1277.12,0.0,0,0,0,204560
54,2024,12,PASSAGEM AÉREA - SIGEPA,298213,Nota Fiscal,0,2024-12-16T12:00:00,9572211923375,1277.12,,TAM,,1277.12,0.0,0,0,0,204560
55,2024,12,PASSAGEM AÉREA - SIGEPA,299824,Nota Fiscal,0,2024-12-24T12:00:00,9572212835652,-2578.21,,TAM,,-2578.21,0.0,0,0,0,204560
56,2024,12,PASSAGEM AÉREA - SIGEPA,299824,Nota Fiscal,0,2024-12-24T12:00:00,9572212835652,2578.21,,TAM,,2578.21,0.0,0,0,0,204560
57,2025,4,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7906037,Nota Fiscal,0,2025-04-21T00:00:00,1035,850.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2025/7906037.pdf,BROAD BRASIL LTDA,48949641000113,850.0,0.0,,2130694,0,204560
58,2025,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7859420,Nota Fiscal,0,2025-01-18T00:00:00,917,850.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2025/7859420.pdf,BROAD BRASIL LTDA,48949641000113,850.0,0.0,,2105051,0,204560
59,2025,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7888932,Nota Fiscal,0,2025-03-21T00:00:00,998,850.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3326/2025/7888932.pdf,BROAD BRASIL LTDA,48949641000113,850.0,0.0,,2121773,0,204560
60,2024,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7860937,Recibos/Outros,1,2024-12-22T00:00:00,288AC0370025,1239.41,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7860937.pdf,Airtable Workspace ID,00000000000010,1239.41,0.0,,2105884,0,204528
61,2024,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7862371,Recibos/Outros,1,2024-12-11T00:00:00,1E45AD22-001,125.57,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7862371.pdf,"OpenAI, LLC",00000000000010,125.57,0.0,,2106603,0,204528
62,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849520,Nota Fiscal,0,2024-12-19T00:00:00,12,4650.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2024/7849520.pdf,40.877.217 GEFERSON LUIZ RODRIGUES,40877217000107,4650.0,0.0,,2099757,0,204528
63,2024,12,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,7849490,Nota Fiscal,0,2024-12-19T00:00:00,13,2500.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2024/7849490.pdf,44.561.106 THIAGO HIGINO PEREIRA,44561106000130,2500.0,0.0,,2099757,0,204528
64,2024,12,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",7850127,Nota Fiscal,0,2024-12-19T00:00:00,35012,1474.4,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2024/7850127.pdf,H PLUS ADMINISTRAÇÃO E HOTELARIA LTDA - SCP FUSION,05217384001003,1474.4,0.0,,2099756,0,204528
65,2024,12,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",7850121,Nota Fiscal,0,2024-12-19T00:00:00,35013,2511.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2024/7850121.pdf,H PLUS ADMINISTRAÇÃO E HOTELARIA LTDA - SCP FUSION,05217384001003,2511.0,0.0,,2099756,0,204528
66,2024,11,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7850275,Recibos/Outros,1,2024-12-10T00:00:00,s/n,39.35,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2024/7850275.pdf,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,39.35,0.0,,2099753,0,204528
67,2024,11,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7850279,Recibos/Outros,1,2024-12-10T00:00:00,s/n,40.24,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2024/7850279.pdf,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,40.24,0.0,,2099753,0,204528
68,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7860976,Recibos/Outros,1,2024-12-12T00:00:00,uber121224,33.91,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7860976.pdf,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,33.91,0.0,,2105891,0,204528
69,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7860977,Recibos/Outros,1,2024-12-16T00:00:00,Uber161224,42.03,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7860977.pdf,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,42.03,0.0,,2105891,0,204528
70,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7860979,Recibos/Outros,1,2024-12-16T00:00:00,uberAL161224,56.93,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7860979.pdf,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,53.44,3.49,,2105891,0,204528
71,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7860980,Recibos/Outros,1,2024-12-19T00:00:00,UberAL191224,80.9,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7860980.pdf,UBER DO BRASIL TECNOLOGIA LTDA.,17895646000187,75.53,5.37,,2105891,0,204528
72,2025,1,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7860955,Recibos/Outros,1,2024-12-22T00:00:00,2965183381,275.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7860955.pdf,Adobe Systems Software Ireland Ltd,00000000000010,275.0,0.0,,2112179,0,204528
73,2025,2,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7885642,Recibos/Outros,1,2025-02-22T00:00:00,3021979645,275.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7885642.pdf,Adobe Systems Software Ireland Ltd,00000000000010,275.0,0.0,,2120274,0,204528
74,2025,3,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7903108,Recibos/Outros,1,2025-03-22T00:00:00,3050586255,275.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3195/2025/7903108.pdf,Adobe Systems Software Ireland Ltd,00000000000010,275.0,0.0,,2129295,0,204528
75,2024,12,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,7857140,Nota Fiscal Eletrônica,4,2024-12-09T00:00:00,925,281.75,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7857140,"EMBALE LIMPE EMBALAGENS, LIMPEZA E MERCEARIA LTDA",32702785000211,281.75,0.0,,2103810,0,121948
76,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7857230,Nota Fiscal Eletrônica,4,2024-12-18T08:50:32,272768,30.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7857230,AUTO POSTO ROMEIROS 6 LTDA,14130593000115,30.0,0.0,,2103848,0,121948
77,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7859815,Nota Fiscal Eletrônica,4,2024-12-06T18:50:27,33709,100.03,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7859815,Cupertino Combustiveis Ltda,50779798000190,100.03,0.0,,2105253,0,121948
78,2024,12,COMBUSTÍVEIS E LUBRIFICANTES.,7859864,Nota Fiscal Eletrônica,4,2024-12-23T15:59:34,99720,337.0,http://www.camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=7859864,REDE PARCEIRAO PETROLEO E CIA LTDA,31747832000108,337.0,0.0,,2105282,0,121948
79,2024,12,TELEFONIA,7857187,Nota Fiscal,0,2024-12-27T00:00:00,0013370581,140.45,,Claro NXT Telecomunicações S.A,66970229001805,140.45,0.0,,2105247,0,121948
80,2024,12,TELEFONIA,7857133,Nota Fiscal,0,2024-12-26T00:00:00,0684539127,494.06,,TELEFÔNICA BRASIL S.A. VIVO,02558157000162,494.06,0.0,,2103793,0,121948
81,2024,12,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,7856616,Nota Fiscal,0,2025-01-17T00:00:00,1545,10000.0,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3353/2025/7856616.pdf,JAYME E JAYME DE CASTRO PREST DE SERV LTDA,08876018000163,10000.0,0.0,,2103483,0,121948
82,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7859876,Recibos/Outros,1,2024-12-11T00:00:00,DFE 2002101733923120,5.4,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3353/2025/7859876.pdf,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,18572225000188,5.4,0.0,,2105287,0,121948
83,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7856874,Recibos/Outros,1,2024-12-28T00:00:00,DFE100105173538,7.4,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3353/2025/7856874.pdf,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,18572225000188,7.4,0.0,,2103629,0,121948
84,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7856883,Recibos/Outros,1,2024-12-28T00:00:00,DFE2002081735385922,5.4,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3353/2025/7856883.pdf,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,18572225000188,5.4,0.0,,2103635,0,121948
85,2024,12,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",7857532,Nota Fiscal,0,2024-12-29T00:00:00,619765995,302.54,https://www.camara.leg.br/cota-parlamentar/documentos/publ/3353/2025/7857532.pdf,SEM PARAR INSTITUIÇÃO DE PAGAMENTO LTDA.,04088208000165,125.14,10.76,,2105237,1,121948
